customer_id,first_name,last_name,email,phone,age,gender,city,state,tenure_months,account_status,plan_type,monthly_revenue,voice_minutes_30d,data_gb_30d,sms_count_30d,last_payment_date,payment_method,overdue_amount,satisfaction_score,nps_score,support_tickets_6m,last_support_date,churn_risk,products_owned,recommended_products
CUST_000765,Christopher,Stevens,christopher.stevens@yahoo.com,+1-657-549-8855x829,34,Male,Port Andrew,New Mexico,102,Active,Basic,52.84,584.7,12.69,49,2025-06-18,Cash,0.0,2.65,2,0,,Medium,"Mobile Service, Device Protection",
CUST_000766,Mark,Hicks,mark.hicks@yahoo.com,001-460-394-4128x3337,55,Male,Robertfurt,Nebraska,31,Active,Basic,48.13,180.2,7.73,52,2025-07-17,Credit Card,0.0,2.85,-2,2,2025-04-27,Medium,"Mobile Service, Insurance, International Roaming",Device Upgrade
CUST_000767,Kerry,Sanchez,kerry.sanchez@hotmail.com,315.606.6626x7055,46,Female,South Natasha,New York,36,Suspended,Standard,94.41,365.8,14.21,55,2025-06-30,Credit Card,112.72,2.25,-10,1,2025-06-16,High,"Mobile Service, Internet",
CUST_000768,Jason,Jordan,jason.jordan@gmail.com,339-225-2959x6111,31,Male,New Roy,Colorado,61,Active,Premium,131.02,86.6,26.37,41,2025-08-08,Credit Card,161.38,4.67,-9,1,2025-07-28,Medium,"Mobile Service, Internet, TV Service, Home Security","Unlimited Data Plan, Device Upgrade"
CUST_000769,Heidi,Hernandez,heidi.hernandez@gmail.com,3722024559,33,Female,West Mark,Arizona,14,Active,Basic,59.76,115.3,37.81,57,2025-07-18,Bank Transfer,0.0,3.18,5,4,2025-03-09,Medium,"Mobile Service, Insurance",Unlimited Data Plan
CUST_000770,Vanessa,Mendez,vanessa.mendez@gmail.com,(367)614-9498,33,Female,North Steven,Kentucky,60,Active,Standard,73.42,392.8,17.65,48,2025-06-07,Debit Card,0.0,2.44,5,1,2025-06-26,Medium,"Mobile Service, Internet, Insurance, Device Protection",Unlimited Data Plan
CUST_000771,Kimberly,Robertson,kimberly.robertson@yahoo.com,+1-634-806-5277x584,72,Female,Romanbury,Maryland,42,Suspended,Basic,36.47,317.7,30.07,52,2025-07-26,Bank Transfer,0.0,4.51,9,1,2025-04-26,Low,"Mobile Service, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000772,Jason,Murray,jason.murray@hotmail.com,(401)409-1217,52,Female,West Kayleemouth,Pennsylvania,8,Active,Standard,106.73,109.5,36.44,46,2025-06-15,Credit Card,0.0,3.35,6,3,2025-07-11,High,"Mobile Service, Internet",Unlimited Data Plan
CUST_000773,Timothy,Ortiz,timothy.ortiz@hotmail.com,+1-289-643-7052x63510,35,Female,Lopezfort,New Jersey,79,Active,Premium,134.03,235.5,46.21,61,2025-07-25,Credit Card,0.0,0.83,0,0,,Medium,"Mobile Service, TV Service, Device Protection, International Roaming, Cloud Storage",Unlimited Data Plan
CUST_000774,Tammy,Bowers,tammy.bowers@yahoo.com,925.765.9202x461,27,Female,North Nicole,Kansas,111,Active,Enterprise,185.61,267.1,22.65,48,2025-07-11,Credit Card,0.0,4.67,-6,0,,Low,"Mobile Service, TV Service, Business Solutions","Unlimited Data Plan, Home Security System"
CUST_000775,Cassandra,Krueger,cassandra.krueger@gmail.com,001-526-500-5595x5017,34,Male,West Erin,West Virginia,47,Active,Standard,77.28,217.2,19.43,45,2025-08-03,Debit Card,0.0,3.83,7,3,2025-05-31,Low,"Mobile Service, International Roaming, Cloud Storage","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000776,Joshua,Myers,joshua.myers@hotmail.com,001-699-936-0798,54,Female,West Marvinchester,Pennsylvania,22,Active,Standard,53.16,129.1,11.99,56,2025-07-22,Credit Card,177.92,4.67,-4,2,2025-07-25,Medium,"Mobile Service, Cloud Storage",
CUST_000777,Bryan,Gallegos,bryan.gallegos@yahoo.com,699.835.9374x403,25,Female,Adambury,Arizona,38,Active,Premium,105.75,347.3,30.28,47,2025-06-13,Debit Card,0.0,2.29,3,1,2025-07-31,Medium,"Mobile Service, Internet, Insurance, Device Protection, Cloud Storage","Unlimited Data Plan, TV Bundle"
CUST_000778,Shannon,Sanders,shannon.sanders@yahoo.com,2149886084,79,Male,New Donna,Maine,7,Active,Standard,60.89,172.5,25.12,44,2025-08-06,Bank Transfer,0.0,2.22,0,2,2025-03-16,High,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000779,Melissa,Frost,melissa.frost@yahoo.com,+1-552-983-0615,54,Female,North Davidview,Hawaii,24,Active,Basic,42.17,445.6,21.01,56,2025-07-25,Debit Card,0.0,2.86,-10,3,2025-04-19,Medium,"Mobile Service, International Roaming",Unlimited Data Plan
CUST_000780,Emily,Perry,emily.perry@yahoo.com,325.414.4881,55,Male,Port Sharonbury,California,109,Active,Basic,42.01,363.1,13.7,47,2025-08-06,Credit Card,0.0,4.52,7,1,2025-07-21,Low,"Mobile Service, International Roaming, Cloud Storage",
CUST_000781,Laura,Blackburn,laura.blackburn@gmail.com,975-618-8781,35,Male,West Kristinastad,Idaho,106,Active,Basic,44.06,184.4,6.71,49,2025-06-29,Bank Transfer,172.9,4.68,-5,1,2025-07-28,Medium,"Mobile Service, International Roaming",Home Internet
CUST_000782,Jaime,Duffy,jaime.duffy@hotmail.com,5919122528,75,Male,Anthonyfurt,Wisconsin,18,Active,Standard,68.76,209.3,12.79,45,2025-07-03,Debit Card,0.0,1.83,3,1,2025-03-14,High,Mobile Service,"International Package, Home Internet"
CUST_000783,Lindsay,Parsons,lindsay.parsons@yahoo.com,923.897.9137,33,Female,Dawnborough,Arizona,111,Active,Premium,134.62,220.0,5.94,52,2025-05-26,Credit Card,0.0,1.79,0,0,,High,"Mobile Service, Internet, TV Service, International Roaming",Device Upgrade
CUST_000784,Shawn,Smith,shawn.smith@yahoo.com,3553605712,57,Female,South Troy,Oklahoma,119,Active,Standard,78.81,140.2,54.48,49,2025-08-01,Credit Card,0.0,1.4,-7,1,2025-07-19,Medium,"Mobile Service, Internet","Unlimited Data Plan, International Package"
CUST_000785,Matthew,Weber,matthew.weber@gmail.com,+1-853-448-6401x0424,53,Female,Matthewchester,California,19,Active,Basic,25.54,306.0,34.0,54,2025-07-13,Debit Card,117.87,2.45,10,0,,High,"Mobile Service, Cloud Storage",Unlimited Data Plan
CUST_000786,Michael,Jimenez,michael.jimenez@hotmail.com,760-304-5212x8991,37,Female,West Katrinamouth,Delaware,101,Active,Standard,84.0,784.3,35.7,56,2025-06-09,Credit Card,0.0,2.56,1,1,2025-06-13,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000787,Jason,Mcbride,jason.mcbride@gmail.com,6446881898,63,Female,South Karenton,Maryland,54,Active,Standard,88.85,270.7,18.88,60,2025-08-20,Credit Card,0.0,2.17,-9,0,,Low,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, TV Bundle"
CUST_000788,Natalie,Davis,natalie.davis@yahoo.com,802-311-9017x075,74,Female,Erikside,Kansas,19,Active,Premium,109.87,282.4,6.25,48,2025-05-30,Credit Card,0.0,2.75,-10,0,,Medium,"Mobile Service, Internet","International Package, Device Upgrade"
CUST_000789,Matthew,Lopez,matthew.lopez@hotmail.com,001-610-573-2283x608,72,Female,Kelleyton,Nevada,43,Active,Basic,58.0,102.2,12.31,55,2025-06-12,Cash,0.0,2.53,1,2,2025-06-21,High,"Mobile Service, International Roaming, Cloud Storage",Device Upgrade
CUST_000790,Elizabeth,Lee,elizabeth.lee@hotmail.com,652-969-6944x3916,76,Male,North Richardborough,West Virginia,4,Active,Basic,34.04,382.9,20.94,58,2025-06-16,Credit Card,0.0,4.5,-10,2,2025-07-06,High,"Mobile Service, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000791,David,Lopez,david.lopez@hotmail.com,001-813-420-3301,36,Female,West Susan,Oregon,106,Active,Standard,83.29,166.5,27.15,54,2025-05-23,Credit Card,0.0,2.17,7,3,2025-06-28,High,"Mobile Service, Internet, Device Protection, International Roaming","Unlimited Data Plan, TV Bundle"
CUST_000792,Jason,Rodriguez,jason.rodriguez@hotmail.com,7617537221,53,Female,Grayhaven,Utah,30,Active,Premium,110.45,152.4,18.79,47,2025-06-18,Credit Card,0.0,3.86,-2,2,2025-05-19,Medium,"Mobile Service, Internet, TV Service","Unlimited Data Plan, Device Upgrade"
CUST_000793,Elizabeth,Hodge,elizabeth.hodge@gmail.com,265.633.7746,44,Male,South Steventon,Arkansas,93,Active,Basic,54.86,186.6,35.83,47,2025-08-03,Debit Card,0.0,4.89,-2,1,2025-05-22,Low,"Mobile Service, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000794,Alice,Harris,alice.harris@gmail.com,624-542-6078x1975,57,Male,Harrisview,New Mexico,118,Active,Premium,105.74,213.1,6.51,41,2025-06-29,Credit Card,0.0,4.36,0,3,2025-04-15,Medium,"Mobile Service, Internet",
CUST_000795,Ethan,Walker,ethan.walker@gmail.com,6377638821,67,Female,Hannahview,Texas,72,Active,Premium,122.51,168.0,10.59,70,2025-07-12,Credit Card,0.0,3.3,-3,1,2025-07-27,Low,"Mobile Service, Internet, TV Service, Home Security, Insurance, Device Protection, International Roaming",Device Upgrade
CUST_000796,Kyle,Powell,kyle.powell@gmail.com,001-413-944-3899,78,Female,East Susanmouth,Wyoming,100,Active,Premium,117.66,369.5,21.35,50,2025-07-28,Credit Card,0.0,4.14,3,0,,Low,"Mobile Service, Internet, International Roaming","Unlimited Data Plan, TV Bundle, Home Security System"
CUST_000797,Kayla,Barnes,kayla.barnes@yahoo.com,5738214644,54,Female,Codyfort,South Carolina,88,Active,Premium,138.16,329.4,35.24,47,2025-06-11,Credit Card,70.22,3.88,4,1,2025-08-13,High,"Mobile Service, Internet","Unlimited Data Plan, TV Bundle, Home Security System"
CUST_000798,John,Williams,john.williams@yahoo.com,(473)585-7368x011,73,Female,Delacruzborough,New Jersey,96,Active,Basic,54.02,23.0,33.66,50,2025-07-02,Credit Card,0.0,3.62,5,2,2025-06-05,Medium,Mobile Service,Unlimited Data Plan
CUST_000799,Wendy,Jones,wendy.jones@hotmail.com,+1-672-233-3510,39,Female,Martinezview,Tennessee,101,Active,Premium,123.11,414.0,18.74,41,2025-07-19,Credit Card,0.0,2.37,7,2,2025-08-13,Medium,"Mobile Service, Internet, TV Service",Unlimited Data Plan
CUST_000800,Shannon,Clark,shannon.clark@yahoo.com,991.614.9830,49,Female,Lake Katherine,Washington,83,Active,Standard,93.29,461.1,62.28,62,2025-05-23,Debit Card,0.0,4.46,7,2,2025-08-20,Medium,"Mobile Service, Internet, Device Protection",Unlimited Data Plan
CUST_000801,Megan,Montoya,megan.montoya@gmail.com,(451)218-9394x06557,74,Male,Lake Ashleyview,Illinois,28,Active,Basic,62.43,279.4,23.41,46,2025-06-08,Credit Card,0.0,1.95,-10,1,2025-07-31,High,"Mobile Service, International Roaming","Unlimited Data Plan, Home Internet"
CUST_000802,Eric,Mclaughlin,eric.mclaughlin@hotmail.com,(533)432-4707,38,Male,North Jessicaborough,Mississippi,115,Active,Premium,130.43,301.6,21.6,41,2025-07-22,Debit Card,0.0,1.52,-8,0,,Medium,"Mobile Service, Internet, Cloud Storage",Unlimited Data Plan
CUST_000803,Katherine,Juarez,katherine.juarez@hotmail.com,(321)427-6025x08261,36,Female,North Eric,Connecticut,55,Active,Basic,56.64,120.0,18.3,48,2025-07-04,Credit Card,0.0,1.75,5,1,2025-04-07,High,Mobile Service,"Unlimited Data Plan, Home Internet"
CUST_000804,Holly,Martin,holly.martin@hotmail.com,488.999.5729x89376,40,Female,Leslieborough,Washington,64,Active,Premium,101.91,138.0,11.25,57,2025-08-08,Debit Card,0.0,3.54,-7,0,,Low,"Mobile Service, Home Security, Insurance, International Roaming",Home Internet
CUST_000805,Kelsey,Smith,kelsey.smith@yahoo.com,968-871-9120x3818,53,Female,North April,Ohio,95,Suspended,Enterprise,212.89,121.0,54.12,51,2025-08-16,Credit Card,76.69,2.72,7,0,,Medium,"Mobile Service, Internet, TV Service, Business Solutions, Insurance, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000806,Jesse,Martinez,jesse.martinez@gmail.com,798.413.8815x88144,51,Female,North Ronald,Indiana,109,Active,Basic,39.61,229.8,48.7,43,2025-06-05,Bank Transfer,27.76,4.5,3,0,,Medium,"Mobile Service, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000807,Leah,Walker,leah.walker@hotmail.com,782-997-1681,77,Male,Lake Joshua,Michigan,17,Active,Premium,140.7,182.6,14.26,57,2025-05-25,Credit Card,0.0,4.53,4,4,2025-02-28,Medium,"Mobile Service, Internet, TV Service",
CUST_000808,Kathy,Deleon,kathy.deleon@hotmail.com,001-900-715-2911x371,72,Male,Port Crystaltown,Washington,22,Active,Basic,30.77,262.3,29.36,49,2025-06-06,Credit Card,0.0,2.85,-3,2,2025-05-01,High,"Mobile Service, Insurance, Device Protection","Unlimited Data Plan, Home Internet"
CUST_000809,Lawrence,Chambers,lawrence.chambers@hotmail.com,+1-944-342-1829x9874,73,Male,East Madison,Maine,112,Active,Premium,144.24,279.6,30.54,42,2025-07-10,Bank Transfer,0.0,4.2,0,1,2025-06-22,Low,"Mobile Service, Internet, Device Protection","Unlimited Data Plan, TV Bundle"
CUST_000810,Kristina,Edwards,kristina.edwards@yahoo.com,6865700900,44,Female,Reedmouth,Colorado,119,Active,Standard,77.4,307.3,61.87,62,2025-06-27,Debit Card,21.16,4.38,-4,1,2025-07-12,Medium,"Mobile Service, Internet, Insurance","Unlimited Data Plan, Device Upgrade"
CUST_000811,Zachary,Moreno,zachary.moreno@yahoo.com,(691)436-2483x5505,67,Female,Blairside,Virginia,83,Active,Basic,29.74,77.9,9.2,48,2025-05-26,Credit Card,0.0,3.66,-3,2,2025-06-23,Medium,"Mobile Service, International Roaming",
CUST_000812,Terry,Russell,terry.russell@gmail.com,(699)287-9509x82210,72,Female,Port Peterhaven,Delaware,48,Active,Standard,52.23,149.7,27.1,49,2025-08-17,Bank Transfer,0.0,2.94,5,2,2025-06-09,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000813,Rose,Rodgers,rose.rodgers@yahoo.com,+1-842-687-7383x6381,21,Male,East Emily,Georgia,41,Active,Standard,85.18,320.3,20.78,55,2025-07-29,Bank Transfer,0.0,4.49,2,3,2025-05-10,Low,"Mobile Service, International Roaming, Cloud Storage",Unlimited Data Plan
CUST_000814,Christine,Phillips,christine.phillips@gmail.com,394.664.2036x25863,58,Male,Christopherton,Missouri,1,Active,Basic,44.24,343.9,41.54,59,2025-06-20,Bank Transfer,0.0,1.73,3,0,,High,"Mobile Service, Insurance, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000815,Sonia,Welch,sonia.welch@gmail.com,(554)202-6355x824,74,Male,South Nicholaschester,Louisiana,48,Active,Premium,132.68,543.0,17.14,47,2025-08-14,Bank Transfer,0.0,3.65,0,0,,Low,"Mobile Service, Internet, Home Security",Unlimited Data Plan
CUST_000816,Kelly,Johnston,kelly.johnston@hotmail.com,203.715.3888x24527,57,Female,West Gloriaton,Maine,42,Active,Standard,48.3,201.7,36.36,51,2025-06-15,Credit Card,0.0,3.56,0,0,,Medium,"Mobile Service, Internet, Cloud Storage",Unlimited Data Plan
CUST_000817,James,Robinson,james.robinson@yahoo.com,384.395.1632,51,Male,Lake Carolhaven,New Jersey,37,Active,Premium,137.04,104.4,15.7,50,2025-08-01,Debit Card,0.0,4.12,6,1,2025-08-11,Low,"Mobile Service, TV Service, Home Security",Unlimited Data Plan
CUST_000818,Kristin,Stephens,kristin.stephens@hotmail.com,739.513.7326,28,Male,South Melissaland,Colorado,68,Active,Premium,150.66,125.2,32.84,47,2025-08-20,Credit Card,0.0,3.74,2,2,2025-07-17,Low,"Mobile Service, Internet, TV Service, Home Security, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000819,Cheryl,Wagner,cheryl.wagner@yahoo.com,(317)786-8800x2300,43,Female,Rodriguezberg,Rhode Island,6,Active,Standard,63.35,147.4,38.96,61,2025-07-12,Credit Card,121.95,2.51,-3,1,2025-08-20,High,"Mobile Service, Internet, Cloud Storage","Unlimited Data Plan, International Package"
CUST_000820,Alexander,Barker,alexander.barker@yahoo.com,774.449.1609x3659,65,Male,North Larryland,Delaware,90,Active,Enterprise,206.05,319.1,32.66,38,2025-08-15,Credit Card,0.0,2.46,-10,3,2025-06-04,Medium,"Mobile Service, Internet, Insurance, Device Protection","Unlimited Data Plan, Device Upgrade, Home Security System"
CUST_000821,Danielle,Andrews,danielle.andrews@gmail.com,+1-443-836-8750,32,Female,East Lisa,Hawaii,52,Active,Standard,69.75,413.1,12.32,42,2025-06-12,Credit Card,0.0,2.09,9,5,2025-06-19,High,"Mobile Service, Internet",
CUST_000822,Carolyn,Hernandez,carolyn.hernandez@gmail.com,845.256.1140x428,54,Female,Crystalmouth,Kansas,24,Active,Premium,100.33,406.4,12.35,48,2025-07-09,Credit Card,191.24,3.94,-7,2,2025-05-09,Medium,"Mobile Service, Internet",Home Security System
CUST_000823,Roy,Burch,roy.burch@hotmail.com,2815126003,68,Female,Peterland,Wisconsin,103,Active,Standard,56.97,275.0,3.19,51,2025-05-25,Credit Card,148.41,3.21,-10,3,2025-05-08,High,"Mobile Service, Internet, Cloud Storage",TV Bundle
CUST_000824,Eric,Bryant,eric.bryant@yahoo.com,001-831-323-4550x6882,70,Male,Simsfort,Nevada,73,Active,Standard,99.48,333.0,88.74,49,2025-08-05,Credit Card,0.0,2.93,1,2,2025-06-11,Medium,"Mobile Service, Internet",Unlimited Data Plan
CUST_000825,Dawn,Thomas,dawn.thomas@gmail.com,544.901.3480x87354,47,Female,South Brandon,Iowa,36,Active,Premium,103.51,359.0,34.58,49,2025-07-24,Bank Transfer,0.0,2.32,-2,2,2025-05-05,Medium,"Mobile Service, Internet, TV Service","Unlimited Data Plan, Home Security System"
CUST_000826,Christina,Martinez,christina.martinez@gmail.com,+1-457-209-0859x91449,76,Female,Braunshire,Hawaii,72,Suspended,Basic,46.86,173.1,42.59,62,2025-07-01,Bank Transfer,0.0,3.98,-8,5,2025-07-18,Medium,"Mobile Service, Insurance, International Roaming","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000827,Carla,Armstrong,carla.armstrong@hotmail.com,(799)864-8997x18428,57,Female,East Mark,Connecticut,119,Active,Standard,81.78,186.0,12.77,55,2025-06-20,Credit Card,44.95,3.01,-4,1,2025-02-26,High,"Mobile Service, Internet",TV Bundle
CUST_000828,Kelsey,Clay,kelsey.clay@hotmail.com,+1-232-831-2342x669,39,Female,New Thomasfurt,South Dakota,99,Suspended,Standard,68.29,221.9,40.36,57,2025-06-03,Bank Transfer,0.0,3.69,-2,2,2025-05-21,Medium,"Mobile Service, Internet, Insurance, Device Protection",Unlimited Data Plan
CUST_000829,Kathryn,Compton,kathryn.compton@gmail.com,+1-572-434-8389x3595,28,Female,Port Loriport,Alabama,101,Active,Premium,102.28,363.1,24.73,57,2025-08-18,Credit Card,22.83,2.82,9,1,2025-04-29,Medium,"Mobile Service, Internet, Home Security","Unlimited Data Plan, Device Upgrade, TV Bundle"
CUST_000830,Susan,Clay,susan.clay@gmail.com,(799)465-0826,42,Female,Guerreroland,Oklahoma,35,Active,Standard,94.01,674.6,43.19,53,2025-06-29,Credit Card,0.0,3.28,3,2,2025-06-13,Medium,Mobile Service,Unlimited Data Plan
CUST_000831,Nicholas,Russell,nicholas.russell@gmail.com,708.776.1238,19,Female,West Meganview,Montana,112,Active,Premium,106.92,104.8,15.93,54,2025-07-14,Credit Card,0.0,3.53,-10,0,,Low,"Mobile Service, Internet",Unlimited Data Plan
CUST_000832,Edward,Matthews,edward.matthews@yahoo.com,340.202.7300x86966,30,Male,Port Tinafurt,North Carolina,23,Active,Premium,96.18,270.2,25.65,55,2025-06-11,Credit Card,0.0,3.02,2,0,,Medium,"Mobile Service, Internet, TV Service",Unlimited Data Plan
CUST_000833,Charles,Barnett,charles.barnett@hotmail.com,200-916-8094x14915,57,Female,Ayalahaven,Illinois,11,Active,Basic,49.03,754.3,16.86,45,2025-08-15,Cash,0.0,4.42,-3,2,2025-06-15,Medium,"Mobile Service, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000834,Stacy,May,stacy.may@hotmail.com,(905)634-4077,54,Female,Martinmouth,Florida,5,Active,Basic,49.03,163.1,23.16,51,2025-08-01,Debit Card,0.0,3.86,-10,2,2025-05-11,Medium,"Mobile Service, Device Protection, Cloud Storage","Unlimited Data Plan, Home Internet"
CUST_000835,Kathryn,Jenkins,kathryn.jenkins@gmail.com,+1-325-608-1776x029,20,Male,South Sharonside,Kentucky,113,Active,Standard,84.29,217.3,14.7,50,2025-05-29,Debit Card,0.0,3.82,2,2,2025-03-31,Medium,"Mobile Service, Insurance, Device Protection",
CUST_000836,James,Chavez,james.chavez@gmail.com,(355)923-5617,23,Female,East Melissaburgh,Utah,88,Suspended,Enterprise,254.81,322.7,12.58,51,2025-06-01,Bank Transfer,0.0,4.69,-9,1,2025-03-09,Low,"Mobile Service, Business Solutions, Device Protection","Home Internet, Home Security System"
CUST_000837,Carrie,Smith,carrie.smith@gmail.com,763.885.2778,38,Male,East Jefferyland,Texas,36,Active,Premium,101.97,49.5,26.13,49,2025-07-14,Credit Card,0.0,1.95,-10,1,2025-04-20,Medium,"Mobile Service, Internet, TV Service, Home Security, Device Protection",Unlimited Data Plan
CUST_000838,Kurt,Watkins,kurt.watkins@hotmail.com,(395)802-6480,37,Male,Justinton,Kansas,3,Active,Standard,92.2,592.2,22.81,57,2025-07-05,Bank Transfer,0.0,3.83,-7,0,,High,"Mobile Service, Internet, Insurance, Device Protection",Unlimited Data Plan
CUST_000839,Jamie,Wright,jamie.wright@gmail.com,(378)912-7782x2102,33,Male,North Courtney,Kentucky,72,Active,Premium,126.23,323.5,71.49,40,2025-07-12,Credit Card,0.0,1.59,3,4,2025-05-14,High,"Mobile Service, TV Service, Home Security","Unlimited Data Plan, Device Upgrade, Home Internet"
CUST_000840,George,Payne,george.payne@hotmail.com,897.236.3831x8285,28,Female,Jeremymouth,West Virginia,32,Active,Standard,72.62,261.4,8.01,52,2025-05-25,Bank Transfer,178.07,2.34,0,2,2025-05-28,High,"Mobile Service, Internet",Device Upgrade
CUST_000841,Kristen,Chapman,kristen.chapman@hotmail.com,+1-266-717-7067x3682,74,Male,South Amberland,Texas,100,Active,Standard,66.42,729.3,16.12,49,2025-08-12,Bank Transfer,0.0,3.94,3,0,,Low,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000842,George,Walker,george.walker@yahoo.com,321-465-0587x14692,56,Male,New Dominicshire,Montana,11,Active,Standard,88.01,244.8,6.8,47,2025-07-06,Credit Card,0.0,3.2,-3,3,2025-07-18,High,"Mobile Service, Internet",
CUST_000843,Brooke,Williams,brooke.williams@hotmail.com,+1-243-469-9848,57,Female,North Melissa,Arizona,16,Active,Premium,89.76,552.5,28.53,54,2025-07-20,Debit Card,0.0,3.12,1,3,2025-07-06,Medium,"Mobile Service, Internet, TV Service, Cloud Storage",Unlimited Data Plan
CUST_000844,Jessica,Bates,jessica.bates@hotmail.com,(694)784-2495x98811,18,Male,Garretthaven,New Jersey,60,Active,Standard,49.49,394.7,15.59,49,2025-08-09,Credit Card,0.0,4.9,9,0,,Low,Mobile Service,"Unlimited Data Plan, Device Upgrade"
CUST_000845,Karen,Johnson,karen.johnson@hotmail.com,415.223.8676x738,42,Female,Hillland,South Carolina,114,Active,Standard,67.32,237.5,21.95,35,2025-05-29,Debit Card,0.0,2.54,-10,1,2025-07-11,Medium,"Mobile Service, Internet, International Roaming, Cloud Storage","Unlimited Data Plan, Device Upgrade"
CUST_000846,Courtney,Mcpherson,courtney.mcpherson@yahoo.com,+1-487-768-2996x872,78,Female,South Virginia,Arizona,119,Inactive,Basic,63.35,82.1,32.45,47,2025-08-07,Debit Card,0.0,4.14,6,1,2025-06-26,Low,Mobile Service,"Unlimited Data Plan, Device Upgrade"
CUST_000847,Amanda,Maldonado,amanda.maldonado@gmail.com,(223)250-4056x6957,70,Female,East Joshuaside,Idaho,27,Active,Premium,106.87,353.8,22.86,47,2025-08-06,Bank Transfer,0.0,3.67,1,1,2025-07-16,Low,"Mobile Service, Internet, TV Service, Cloud Storage","Unlimited Data Plan, Home Security System"
CUST_000848,Matthew,Brooks,matthew.brooks@yahoo.com,(686)479-6325,28,Female,Lake Stephanie,Utah,95,Active,Standard,95.54,161.2,49.34,55,2025-07-13,Credit Card,0.0,4.46,0,3,2025-07-15,Low,"Mobile Service, Internet",Unlimited Data Plan
CUST_000849,Barbara,Adams,barbara.adams@yahoo.com,338.791.5624,54,Female,New Kathleen,Washington,88,Active,Standard,58.19,582.5,7.61,51,2025-07-08,Credit Card,0.0,4.0,8,1,2025-03-28,Low,"Mobile Service, Device Protection, International Roaming",Home Internet
CUST_000850,Robin,Cooper,robin.cooper@gmail.com,001-726-393-3589,20,Male,Port Victoria,North Carolina,27,Active,Premium,121.67,191.6,8.32,56,2025-06-02,Debit Card,0.0,1.38,-4,0,,High,"Mobile Service, Insurance, Cloud Storage",Home Security System
CUST_000851,Ann,Myers,ann.myers@yahoo.com,7789468509,72,Male,Mallorybury,Alabama,103,Active,Basic,37.71,39.5,34.14,50,2025-06-10,Credit Card,0.0,4.45,-10,3,2025-04-22,Medium,"Mobile Service, Insurance","Unlimited Data Plan, International Package, Home Internet"
CUST_000852,Courtney,Wilson,courtney.wilson@hotmail.com,691.217.9720x38593,33,Male,Port Michaelfurt,Maryland,32,Active,Basic,39.37,125.4,25.92,45,2025-05-31,Credit Card,170.45,2.9,-6,2,2025-04-26,High,Mobile Service,Unlimited Data Plan
CUST_000853,Kelly,Rodriguez,kelly.rodriguez@yahoo.com,313.525.9367,40,Female,Westmouth,Arizona,57,Suspended,Basic,51.26,114.3,7.69,48,2025-05-24,Debit Card,0.0,2.47,9,1,2025-06-22,Medium,"Mobile Service, Device Protection",
CUST_000854,Joseph,Bradford,joseph.bradford@hotmail.com,+1-914-210-5276x9819,27,Male,Port Timothy,Louisiana,113,Active,Standard,82.29,53.8,42.55,39,2025-06-27,Credit Card,0.0,4.14,-2,3,2025-03-19,Medium,"Mobile Service, Internet","Unlimited Data Plan, International Package, Device Upgrade"
CUST_000855,Jimmy,Palmer,jimmy.palmer@hotmail.com,001-956-922-5866x05986,30,Female,Kennethburgh,Florida,109,Active,Premium,134.41,743.0,36.07,58,2025-07-09,Bank Transfer,0.0,3.35,5,0,,Low,"Mobile Service, Internet, Home Security, International Roaming",Unlimited Data Plan
CUST_000856,Janice,Dixon,janice.dixon@hotmail.com,+1-348-359-6559x42824,29,Female,Duketown,Florida,56,Active,Premium,106.61,234.0,36.93,49,2025-08-13,Credit Card,0.0,2.37,2,1,2025-02-23,Low,"Mobile Service, Internet, Cloud Storage",Unlimited Data Plan
CUST_000857,Nicole,Williams,nicole.williams@yahoo.com,(239)731-3215x513,47,Female,Timothyhaven,Indiana,44,Active,Standard,95.83,40.5,21.47,54,2025-07-23,Credit Card,0.0,4.81,0,1,2025-06-24,Low,"Mobile Service, Internet","Unlimited Data Plan, Device Upgrade"
CUST_000858,Ronald,Rojas,ronald.rojas@hotmail.com,944-448-8966,65,Female,Mccartybury,Nevada,73,Suspended,Premium,117.03,468.3,5.59,56,2025-07-05,Credit Card,0.0,3.01,3,2,2025-08-15,Medium,"Mobile Service, Internet, TV Service, Home Security, Insurance, International Roaming",
